,Recency,Frequency,Monetary,Time,Diversity,R_score,F_score,M_score,T_score,D_score,RFMTD_Score,Cluster,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,R_Cluster,F_Cluster,M_Cluster,T_Cluster,D_Cluster,OverallScore,Segment
2888,197,2,588.85,90,24,1,3,3,"(29.0, 167.0]",2,"133(29.0, 167.0]2",2,0,0,0,1,0,0,1,0,2,Low-Value
2889,9,34,16594.35,360,114,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,1,3,1,10,High-Value
2890,37,6,1869.82,250,101,3,5,4,"(167.0, 277.0]",5,"354(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
2891,101,3,1264.19,201,45,2,4,4,"(167.0, 277.0]",3,"244(167.0, 277.0]3",3,1,3,0,2,0,0,2,0,4,Low-Value
2892,43,16,10196.57,284,226,3,5,5,"(277.0, 373.0]",5,"355(277.0, 373.0]5",1,3,1,0,3,1,1,3,2,10,High-Value
2893,50,1,214.32,0,11,3,2,1,"(-0.001, 29.0]",1,"321(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2894,43,1,193.44,0,12,3,2,1,"(-0.001, 29.0]",1,"321(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
2895,53,1,281.42,0,14,3,2,2,"(-0.001, 29.0]",2,"322(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
2896,187,1,124.57,0,8,1,2,1,"(-0.001, 29.0]",1,"121(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
2897,334,1,332.41,0,19,1,2,2,"(-0.001, 29.0]",2,"122(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
2898,4,3,342.45,47,17,5,4,2,"(29.0, 167.0]",2,"542(29.0, 167.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
2899,10,2,144.91000000000003,165,9,5,3,1,"(29.0, 167.0]",1,"531(29.0, 167.0]1",3,1,3,0,3,0,0,1,0,4,Low-Value
2900,24,2,328.4,19,19,4,3,2,"(-0.001, 29.0]",2,"432(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
2901,15,1,35.400000000000006,0,2,4,2,1,"(-0.001, 29.0]",1,"421(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
2902,369,1,375.69000000000005,0,9,1,2,2,"(-0.001, 29.0]",1,"122(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2903,145,2,747.81,116,50,2,3,3,"(29.0, 167.0]",4,"233(29.0, 167.0]4",3,1,0,0,1,0,0,1,0,2,Low-Value
2904,60,2,173.76,98,6,3,3,1,"(29.0, 167.0]",1,"331(29.0, 167.0]1",0,2,2,0,2,0,0,1,0,3,Low-Value
2905,31,2,502.8,335,25,4,3,3,"(277.0, 373.0]",2,"433(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
2906,141,3,207.73999999999998,20,10,2,4,1,"(-0.001, 29.0]",1,"241(-0.001, 29.0]1",0,2,2,0,1,0,0,0,0,1,Low-Value
2907,23,4,825.42,152,113,4,4,3,"(29.0, 167.0]",5,"443(29.0, 167.0]5",3,1,3,0,3,0,0,1,1,5,Low-Value
2908,22,6,2812.34,248,131,4,5,5,"(167.0, 277.0]",5,"455(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
2909,77,3,680.02,107,5,2,4,3,"(29.0, 167.0]",1,"243(29.0, 167.0]1",3,1,3,0,2,0,0,1,0,3,Low-Value
2910,5,6,7123.62,359,179,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
2911,67,5,2095.53,272,93,3,4,5,"(167.0, 277.0]",5,"345(167.0, 277.0]5",1,3,1,0,2,0,0,2,1,5,Low-Value
2912,12,6,853.72,195,111,5,5,3,"(167.0, 277.0]",5,"553(167.0, 277.0]5",3,1,3,0,3,1,0,2,1,7,Mid-Value
2913,84,1,13.3,0,3,2,2,1,"(-0.001, 29.0]",1,"221(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2914,31,7,1519.08,158,121,4,5,4,"(29.0, 167.0]",5,"454(29.0, 167.0]5",3,1,3,0,3,1,0,1,1,6,Mid-Value
2915,67,1,432.0,0,1,3,2,2,"(-0.001, 29.0]",1,"322(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2916,67,3,705.12,250,39,3,4,3,"(167.0, 277.0]",3,"343(167.0, 277.0]3",3,1,1,0,2,0,0,2,0,4,Low-Value
2917,187,2,276.73,184,33,1,3,2,"(167.0, 277.0]",3,"132(167.0, 277.0]3",3,1,3,0,1,0,0,2,0,3,Low-Value
2918,38,2,429.84000000000003,0,26,3,3,2,"(-0.001, 29.0]",3,"332(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
2919,15,3,471.51,341,82,4,4,3,"(277.0, 373.0]",4,"443(277.0, 373.0]4",1,3,1,0,3,0,0,3,1,7,Mid-Value
2920,35,1,194.88,0,35,3,2,1,"(-0.001, 29.0]",3,"321(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
2921,195,3,1578.67,142,112,1,4,4,"(29.0, 167.0]",5,"144(29.0, 167.0]5",3,1,0,0,1,0,0,1,1,3,Low-Value
2922,2,5,809.7,369,166,5,4,3,"(277.0, 373.0]",5,"543(277.0, 373.0]5",1,3,1,0,3,0,0,3,1,7,Mid-Value
2923,1,5,525.54,182,87,5,4,3,"(167.0, 277.0]",4,"543(167.0, 277.0]4",3,1,3,0,3,0,0,2,1,6,Mid-Value
2924,367,1,145.93,0,44,1,2,1,"(-0.001, 29.0]",3,"121(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
2925,65,1,219.14,0,57,3,2,1,"(-0.001, 29.0]",4,"321(-0.001, 29.0]4",0,2,2,0,2,0,0,0,0,2,Low-Value
2926,299,2,289.78,14,37,1,3,2,"(-0.001, 29.0]",3,"132(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
2927,26,3,508.81,342,150,4,4,3,"(277.0, 373.0]",5,"443(277.0, 373.0]5",1,3,1,0,3,0,0,3,1,7,Mid-Value
2928,8,6,1281.56,352,80,5,5,4,"(277.0, 373.0]",4,"554(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
2929,17,3,887.11,46,78,4,4,3,"(29.0, 167.0]",4,"443(29.0, 167.0]4",0,2,2,0,3,0,0,0,1,4,Low-Value
2930,116,1,1706.88,0,43,2,2,4,"(-0.001, 29.0]",3,"224(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
2931,29,1,373.24,0,50,4,2,2,"(-0.001, 29.0]",4,"422(-0.001, 29.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
2932,4,16,3754.27,362,387,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
2933,5,7,3102.43,366,117,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
2934,82,4,579.77,166,74,2,4,3,"(29.0, 167.0]",4,"243(29.0, 167.0]4",3,1,3,0,2,0,0,1,1,4,Low-Value
2935,29,5,981.65,336,89,4,4,4,"(277.0, 373.0]",4,"444(277.0, 373.0]4",1,3,1,0,3,0,0,3,1,7,Mid-Value
2936,72,1,379.14,0,18,2,2,2,"(-0.001, 29.0]",2,"222(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
2937,4,8,1510.06,86,318,5,5,4,"(29.0, 167.0]",5,"554(29.0, 167.0]5",0,2,2,0,3,1,0,1,2,7,Mid-Value
2938,29,11,2575.38,294,88,4,5,5,"(277.0, 373.0]",4,"455(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
2939,290,1,113.44,0,8,1,2,1,"(-0.001, 29.0]",1,"121(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2940,36,1,208.46,0,25,3,2,1,"(-0.001, 29.0]",2,"321(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
2941,9,6,621.6800000000001,274,46,5,5,3,"(167.0, 277.0]",3,"553(167.0, 277.0]3",1,3,1,0,3,1,0,2,0,6,Mid-Value
2942,24,2,576.26,348,129,4,3,3,"(277.0, 373.0]",5,"433(277.0, 373.0]5",1,3,1,0,3,0,0,3,1,7,Mid-Value
2943,277,1,391.52,0,9,1,2,2,"(-0.001, 29.0]",1,"122(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2944,49,6,1068.82,267,97,3,5,4,"(167.0, 277.0]",5,"354(167.0, 277.0]5",1,3,1,0,2,1,0,2,1,6,Mid-Value
2945,156,11,2596.45,212,141,2,5,5,"(167.0, 277.0]",5,"255(167.0, 277.0]5",3,1,3,0,1,1,0,2,1,5,Low-Value
2946,61,1,169.79,0,50,3,2,1,"(-0.001, 29.0]",4,"321(-0.001, 29.0]4",0,2,2,0,2,0,0,0,0,2,Low-Value
2947,12,19,7247.61,350,313,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
2948,21,3,846.75,62,69,4,4,3,"(29.0, 167.0]",4,"443(29.0, 167.0]4",0,2,2,0,3,0,0,0,1,4,Low-Value
2949,371,1,230.25,0,14,1,2,1,"(-0.001, 29.0]",2,"121(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
2950,116,3,543.05,245,5,2,4,3,"(167.0, 277.0]",1,"243(167.0, 277.0]1",3,1,3,0,2,0,0,2,0,4,Low-Value
2951,80,17,2847.6,292,69,2,5,5,"(277.0, 373.0]",4,"255(277.0, 373.0]4",1,3,1,0,2,1,0,3,1,7,Mid-Value
2952,4,7,1295.39,151,51,5,5,4,"(29.0, 167.0]",4,"554(29.0, 167.0]4",3,1,3,0,3,1,0,1,0,5,Low-Value
2953,26,3,380.55,42,47,4,4,2,"(29.0, 167.0]",3,"442(29.0, 167.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
2954,5,21,4604.22,364,448,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,0,3,2,10,High-Value
2955,53,1,161.94,0,44,3,2,1,"(-0.001, 29.0]",3,"321(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
2956,1,2,563.23,237,42,5,3,3,"(167.0, 277.0]",3,"533(167.0, 277.0]3",3,1,1,0,3,0,0,2,0,5,Low-Value
2957,55,2,950.9300000000001,0,59,3,3,4,"(-0.001, 29.0]",4,"334(-0.001, 29.0]4",0,2,2,0,2,0,0,0,0,2,Low-Value
2958,26,1,262.68,0,56,4,2,2,"(-0.001, 29.0]",4,"422(-0.001, 29.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
2959,9,4,2736.38,300,212,5,4,5,"(277.0, 373.0]",5,"545(277.0, 373.0]5",1,3,1,0,3,0,0,3,2,8,High-Value
2960,52,3,3049.88,237,226,3,4,5,"(167.0, 277.0]",5,"345(167.0, 277.0]5",3,1,1,0,2,0,0,2,2,6,Mid-Value
2961,13,9,1920.59,215,159,5,5,4,"(167.0, 277.0]",5,"554(167.0, 277.0]5",3,1,3,0,3,1,0,2,1,7,Mid-Value
2962,212,3,816.73,106,23,1,4,3,"(29.0, 167.0]",2,"143(29.0, 167.0]2",2,0,0,0,1,0,0,1,0,2,Low-Value
2963,22,19,4345.5,336,137,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
2964,236,1,406.48,0,21,1,2,2,"(-0.001, 29.0]",2,"122(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
2965,139,3,435.02,187,15,2,4,2,"(167.0, 277.0]",2,"242(167.0, 277.0]2",3,1,3,0,1,0,0,2,0,3,Low-Value
2966,4,6,1286.27,312,57,5,5,4,"(277.0, 373.0]",4,"554(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
2967,57,3,1178.56,310,39,3,4,4,"(277.0, 373.0]",3,"344(277.0, 373.0]3",1,3,1,0,2,0,0,3,0,5,Low-Value
2968,135,3,1277.75,169,73,2,4,4,"(167.0, 277.0]",4,"244(167.0, 277.0]4",3,1,3,0,1,0,0,1,1,3,Low-Value
2969,109,2,167.61,0,16,2,3,1,"(-0.001, 29.0]",2,"231(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
2970,30,1,20.8,0,1,4,2,1,"(-0.001, 29.0]",1,"421(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
2971,1,9,2085.08,358,40,5,5,5,"(277.0, 373.0]",3,"555(277.0, 373.0]3",1,3,1,0,3,1,0,3,0,7,Mid-Value
2972,185,4,518.67,188,18,1,4,3,"(167.0, 277.0]",2,"143(167.0, 277.0]2",3,1,3,0,1,0,0,2,0,3,Low-Value
2973,18,1,308.74,0,16,4,2,2,"(-0.001, 29.0]",2,"422(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
2974,239,2,416.64,42,15,1,3,2,"(29.0, 167.0]",2,"132(29.0, 167.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
2975,87,1,117.35000000000001,0,7,2,2,1,"(-0.001, 29.0]",1,"221(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2976,39,3,507.05,213,92,3,4,3,"(167.0, 277.0]",5,"343(167.0, 277.0]5",3,1,3,0,3,0,0,2,1,6,Mid-Value
2977,116,1,234.17,0,14,2,2,1,"(-0.001, 29.0]",2,"221(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
2978,187,1,110.55000000000001,0,7,1,2,1,"(-0.001, 29.0]",1,"121(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
2979,227,1,201.19,0,26,1,2,1,"(-0.001, 29.0]",3,"121(-0.001, 29.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
2980,8,7,2154.97,231,8,5,5,5,"(167.0, 277.0]",1,"555(167.0, 277.0]1",3,1,1,0,3,1,0,2,0,6,Mid-Value
2981,189,1,319.02,0,21,1,2,2,"(-0.001, 29.0]",2,"122(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
2982,4,2,439.43,103,31,5,3,2,"(29.0, 167.0]",3,"532(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
2983,39,3,650.41,152,42,3,4,3,"(29.0, 167.0]",3,"343(29.0, 167.0]3",3,1,3,0,3,0,0,1,0,4,Low-Value
2984,38,1,357.21,0,40,3,2,2,"(-0.001, 29.0]",3,"322(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
2985,267,1,251.51999999999998,0,2,1,2,2,"(-0.001, 29.0]",1,"122(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2986,77,1,344.33,0,39,2,2,2,"(-0.001, 29.0]",3,"222(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
2987,4,6,1852.0,294,64,5,5,4,"(277.0, 373.0]",4,"554(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
2988,255,2,1078.96,36,71,1,3,4,"(29.0, 167.0]",4,"134(29.0, 167.0]4",2,0,0,0,0,0,0,0,1,1,Low-Value
2989,61,1,384.06,0,22,3,2,2,"(-0.001, 29.0]",2,"322(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
2990,13,7,1931.25,356,112,5,5,4,"(277.0, 373.0]",5,"554(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
2991,88,2,4481.35,41,354,2,3,5,"(29.0, 167.0]",5,"235(29.0, 167.0]5",0,2,2,0,2,0,0,0,2,4,Low-Value
2992,17,10,5464.12,341,62,4,5,5,"(277.0, 373.0]",4,"455(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
2993,30,2,1873.2,0,3,4,3,4,"(-0.001, 29.0]",1,"434(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
2994,3,7,1625.05,202,74,5,5,4,"(167.0, 277.0]",4,"554(167.0, 277.0]4",3,1,3,0,3,1,0,2,1,7,Mid-Value
2995,5,1,126.12,0,7,5,2,1,"(-0.001, 29.0]",1,"521(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
2996,7,6,1133.25,143,7,5,5,4,"(29.0, 167.0]",1,"554(29.0, 167.0]1",3,1,3,0,3,1,0,1,0,5,Low-Value
2997,219,1,179.0,0,1,1,2,1,"(-0.001, 29.0]",1,"121(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
2998,11,5,1614.31,274,84,5,4,4,"(167.0, 277.0]",4,"544(167.0, 277.0]4",1,3,1,0,3,0,0,2,1,6,Mid-Value
2999,30,6,1456.96,323,13,4,5,4,"(277.0, 373.0]",2,"454(277.0, 373.0]2",1,3,1,0,3,1,0,3,0,7,Mid-Value
3000,288,3,702.0,37,7,1,4,3,"(29.0, 167.0]",1,"143(29.0, 167.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
3001,150,4,295.0,154,1,2,4,2,"(29.0, 167.0]",1,"242(29.0, 167.0]1",3,1,3,0,1,0,0,1,0,2,Low-Value
3002,23,2,484.82,50,21,4,3,3,"(29.0, 167.0]",2,"433(29.0, 167.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
3003,1,11,3989.57,358,75,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
3004,86,3,1493.73,205,41,2,4,4,"(167.0, 277.0]",3,"244(167.0, 277.0]3",3,1,3,0,2,0,0,2,0,4,Low-Value
3005,46,2,1412.94,46,38,3,3,4,"(29.0, 167.0]",3,"334(29.0, 167.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
3006,5,4,781.78,70,37,5,4,3,"(29.0, 167.0]",3,"543(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
3007,51,6,889.9300000000001,306,50,3,5,3,"(277.0, 373.0]",4,"353(277.0, 373.0]4",1,3,1,0,2,1,0,3,0,6,Mid-Value
3008,18,1,195.36,0,11,4,2,1,"(-0.001, 29.0]",1,"421(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
3009,30,1,270.9,0,15,4,2,2,"(-0.001, 29.0]",2,"422(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
3010,8,3,586.33,58,63,5,4,3,"(29.0, 167.0]",4,"543(29.0, 167.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
3011,29,3,1842.56,156,182,4,4,4,"(29.0, 167.0]",5,"444(29.0, 167.0]5",3,1,3,0,3,0,0,1,1,5,Low-Value
3012,3,20,8694.26,369,88,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,2,1,3,1,10,High-Value
3013,41,2,920.1,285,15,3,3,4,"(277.0, 373.0]",2,"334(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
3014,11,4,1272.61,357,166,5,4,4,"(277.0, 373.0]",5,"544(277.0, 373.0]5",1,3,1,0,3,0,0,3,1,7,Mid-Value
3015,31,1,71.0,0,7,4,2,1,"(-0.001, 29.0]",1,"421(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
3016,45,3,95.85,112,2,3,4,1,"(29.0, 167.0]",1,"341(29.0, 167.0]1",3,1,2,0,3,0,0,1,0,4,Low-Value
3017,61,3,357.77,312,8,3,4,2,"(277.0, 373.0]",1,"342(277.0, 373.0]1",1,3,1,0,2,0,0,3,0,5,Low-Value
3018,185,2,154.82999999999998,184,4,1,3,1,"(167.0, 277.0]",1,"131(167.0, 277.0]1",3,1,3,0,1,0,0,2,0,3,Low-Value
3019,79,6,890.29,238,110,2,5,3,"(167.0, 277.0]",5,"253(167.0, 277.0]5",3,1,1,0,2,1,0,2,1,6,Mid-Value
3020,111,2,716.0,126,1,2,3,3,"(29.0, 167.0]",1,"233(29.0, 167.0]1",3,1,3,0,2,0,0,1,0,3,Low-Value
3021,64,1,146.87,0,11,3,2,1,"(-0.001, 29.0]",1,"321(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
3022,12,2,380.35,143,19,5,3,2,"(29.0, 167.0]",2,"532(29.0, 167.0]2",3,1,3,0,3,0,0,1,0,4,Low-Value
3023,86,3,1030.14,273,24,2,4,4,"(167.0, 277.0]",2,"244(167.0, 277.0]2",1,3,1,0,2,0,0,2,0,4,Low-Value
3024,16,3,745.52,271,28,4,4,3,"(167.0, 277.0]",3,"443(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
3025,246,2,433.53000000000003,65,27,1,3,2,"(29.0, 167.0]",3,"132(29.0, 167.0]3",2,0,0,0,0,0,0,1,0,1,Low-Value
3026,88,1,1267.32,0,75,2,2,4,"(-0.001, 29.0]",4,"224(-0.001, 29.0]4",0,2,2,0,2,0,0,0,1,3,Low-Value
3027,30,1,112.4,0,22,4,2,1,"(-0.001, 29.0]",2,"421(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
3028,138,1,449.73,0,15,2,2,2,"(-0.001, 29.0]",2,"222(-0.001, 29.0]2",0,2,2,0,1,0,0,0,0,1,Low-Value
3029,27,3,1081.57,333,59,4,4,4,"(277.0, 373.0]",4,"444(277.0, 373.0]4",1,3,1,0,3,0,0,3,0,6,Mid-Value
3030,3,5,1044.3799999999999,244,74,5,4,4,"(167.0, 277.0]",4,"544(167.0, 277.0]4",1,3,1,0,3,0,0,2,1,6,Mid-Value
3031,32,4,1735.18,234,100,4,4,4,"(167.0, 277.0]",5,"444(167.0, 277.0]5",3,1,1,0,3,0,0,2,1,6,Mid-Value
3032,25,1,948.48,0,6,4,2,4,"(-0.001, 29.0]",1,"424(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
3033,113,3,339.44,134,20,2,4,2,"(29.0, 167.0]",2,"242(29.0, 167.0]2",3,1,3,0,2,0,0,1,0,3,Low-Value
3034,157,1,642.02,0,22,2,2,3,"(-0.001, 29.0]",2,"223(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
3035,85,3,1100.9,119,59,2,4,4,"(29.0, 167.0]",4,"244(29.0, 167.0]4",3,1,3,0,2,0,0,1,0,3,Low-Value
3036,118,3,925.35,213,41,2,4,4,"(167.0, 277.0]",3,"244(167.0, 277.0]3",3,1,3,0,2,0,0,2,0,4,Low-Value
3037,3,9,5659.9800000000005,273,201,5,5,5,"(167.0, 277.0]",5,"555(167.0, 277.0]5",1,3,1,0,3,1,0,2,2,8,High-Value
3038,96,6,3228.84,203,169,2,5,5,"(167.0, 277.0]",5,"255(167.0, 277.0]5",3,1,3,0,2,1,0,2,1,6,Mid-Value
3039,194,1,247.14000000000001,0,40,1,2,2,"(-0.001, 29.0]",3,"122(-0.001, 29.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
3040,28,1,413.75,0,72,4,2,2,"(-0.001, 29.0]",4,"422(-0.001, 29.0]4",0,2,2,0,3,0,0,0,1,4,Low-Value
3041,131,1,498.48,0,13,2,2,3,"(-0.001, 29.0]",2,"223(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
3042,28,5,1356.33,216,64,4,4,4,"(167.0, 277.0]",4,"444(167.0, 277.0]4",3,1,3,0,3,0,0,2,0,5,Low-Value
3043,82,3,1179.89,158,51,2,4,4,"(29.0, 167.0]",4,"244(29.0, 167.0]4",3,1,3,0,2,0,0,1,0,3,Low-Value
3044,30,5,3095.04,339,292,4,4,5,"(277.0, 373.0]",5,"445(277.0, 373.0]5",1,3,1,0,3,0,0,3,2,8,High-Value
3045,266,1,234.24,0,5,1,2,1,"(-0.001, 29.0]",1,"121(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
3046,74,11,5232.2300000000005,158,57,2,5,5,"(29.0, 167.0]",4,"255(29.0, 167.0]4",3,1,3,0,2,1,0,1,0,4,Low-Value
3047,314,4,538.37,55,52,1,4,3,"(29.0, 167.0]",4,"143(29.0, 167.0]4",2,0,0,0,0,0,0,0,0,0,Low-Value
3048,21,7,1461.14,268,66,4,5,4,"(167.0, 277.0]",4,"454(167.0, 277.0]4",1,3,1,0,3,1,0,2,0,6,Mid-Value
3049,59,3,859.35,268,53,3,4,3,"(167.0, 277.0]",4,"343(167.0, 277.0]4",1,3,1,0,2,0,0,2,0,4,Low-Value
3050,12,21,4552.14,355,116,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,0,3,1,9,High-Value
3051,28,9,2709.7000000000003,345,111,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
3052,114,1,312.14,0,62,2,2,2,"(-0.001, 29.0]",4,"222(-0.001, 29.0]4",0,2,2,0,2,0,0,0,0,2,Low-Value
3053,28,9,2429.03,281,102,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
3054,18,4,1446.09,91,142,4,4,4,"(29.0, 167.0]",5,"444(29.0, 167.0]5",0,2,2,0,3,0,0,1,1,5,Low-Value
3055,18,4,834.12,299,62,4,4,3,"(277.0, 373.0]",4,"443(277.0, 373.0]4",1,3,1,0,3,0,0,3,0,6,Mid-Value
3056,36,3,841.0799999999999,328,17,3,4,3,"(277.0, 373.0]",2,"343(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
3057,36,2,378.2,0,28,3,3,2,"(-0.001, 29.0]",3,"332(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
3058,78,1,118.80000000000001,0,2,2,2,1,"(-0.001, 29.0]",1,"221(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
3059,22,2,287.62,247,8,4,3,2,"(167.0, 277.0]",1,"432(167.0, 277.0]1",1,1,1,0,3,0,0,2,0,5,Low-Value
3060,25,2,290.16,20,55,4,3,2,"(-0.001, 29.0]",4,"432(-0.001, 29.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
3061,33,2,2003.85,285,75,4,3,5,"(277.0, 373.0]",4,"435(277.0, 373.0]4",1,3,1,0,3,0,0,3,1,7,Mid-Value
3062,109,3,1405.78,194,24,2,4,4,"(167.0, 277.0]",2,"244(167.0, 277.0]2",3,1,3,0,2,0,0,2,0,4,Low-Value
3063,35,2,2949.75,0,146,3,3,5,"(-0.001, 29.0]",5,"335(-0.001, 29.0]5",0,2,2,0,3,0,0,0,1,4,Low-Value
3064,123,5,1566.65,239,115,2,4,4,"(167.0, 277.0]",5,"244(167.0, 277.0]5",3,1,3,0,2,0,0,2,1,5,Low-Value
3065,7,6,2050.08,56,76,5,5,5,"(29.0, 167.0]",4,"555(29.0, 167.0]4",0,2,2,0,3,1,0,0,1,5,Low-Value
3066,28,4,1991.01,225,96,4,4,5,"(167.0, 277.0]",5,"445(167.0, 277.0]5",3,1,3,0,3,0,0,2,1,6,Mid-Value
3067,4,7,2043.95,349,45,5,5,5,"(277.0, 373.0]",3,"555(277.0, 373.0]3",1,3,1,0,3,1,0,3,0,7,Mid-Value
